chr	pos1	pos2	chr2	pos3	pos4	length	width	total	Mean	maxpixel	num	start	end	x	y	h	w	medpixel	region_idx	region_start	region_end	pvalue	Stripiness	Stripiness
chr19	2739800.0	2740200.0	chr19	2731401.0	2748801.0	17400.0	400.0	773.0	4.442528735632184	95.0%	0.0	13651.0	13750.0	4.0	6.0	87.0	2.0	2.0	107	2739000	2741200	5.387584329412189e-13	0.5187667560321716	0.5187667560321716
chr19	2749000.0	2749400.0	chr19	2740601.0	2753401.0	12800.0	400.0	633.0	4.9453125	95.0%	0.0	13697.0	13796.0	4.0	6.0	64.0	2.0	2.0	108	2748200	2750400	1.622502296609456e-09	0.5108958837772397	0.5108958837772397
chr19	2900600.0	2901000.0	chr19	2892201.0	2907801.0	15600.0	400.0	1068.0	6.846153846153846	95.0%	0.0	14455.0	14554.0	4.0	6.0	78.0	2.0	2.0	109	2899800	2902000	3.2858749693823414e-08	0.5920177383592018	0.5920177383592018
chr19	2977200.0	2977600.0	chr19	2968801.0	2984201.0	15400.0	400.0	1518.0	9.857142857142858	95.0%	0.0	14838.0	14937.0	4.0	6.0	77.0	2.0	3.0	110	2976400	2978600	5.246683646342998e-52	0.5489346334416757	0.5489346334416757
chr19	3035600.0	3036000.0	chr19	3027201.0	3041801.0	14600.0	400.0	1138.0	7.794520547945205	95.0%	0.0	15130.0	15229.0	4.0	6.0	73.0	2.0	2.0	111	3034800	3037000	7.557783137191341e-11	0.6288716814159292	0.6288716814159292
chr19	3036000.0	3036400.0	chr19	3027601.0	3043001.0	15400.0	400.0	1054.0	6.8441558441558445	95.0%	0.0	15132.0	15231.0	4.0	6.0	77.0	2.0	2.0	112	3035200	3037400	4.2689610147162495e-09	0.5956964892412231	0.5956964892412231
chr19	3093800.0	3094200.0	chr19	3092401.0	3095401.0	3000.0	400.0	453.0	15.1	95.0%	0.0	15421.0	15520.0	4.0	41.0	15.0	2.0	2.0	113	3093000	3095200	7.744782685976483e-10	0.3218470020675396	0.32184700206753963
chr19	3163200.0	3163600.0	chr19	3154801.0	3165001.0	10200.0	400.0	544.0	5.333333333333333	95.0%	0.0	15768.0	15867.0	4.0	6.0	51.0	2.0	2.0	114	3162400	3164600	0.0081144615575459	0.4661246612466124	0.46612466124661245
chr19	3176800.0	3177200.0	chr19	3168401.0	3178801.0	10400.0	400.0	992.0	9.538461538461538	95.0%	0.0	15836.0	15935.0	4.0	6.0	52.0	2.0	2.0	115	3176000	3178200	1.7070066621293228e-36	0.5824175824175825	0.5824175824175825
chr19	3185600.0	3186000.0	chr19	3177201.0	3191201.0	14000.0	400.0	612.0	4.371428571428571	95.0%	0.0	15880.0	15979.0	4.0	6.0	70.0	2.0	2.0	116	3184800	3187000	0.004184553068059	0.4911433172302737	0.49114331723027377
chr19	3210600.0	3211000.0	chr19	3202201.0	3214801.0	12600.0	400.0	939.0	7.452380952380952	95.0%	0.0	16005.0	16104.0	4.0	6.0	63.0	2.0	2.0	117	3209800	3212000	2.4285284798543545e-12	0.6779783393501805	0.6779783393501805
chr19	3344000.0	3344400.0	chr19	3335601.0	3351401.0	15800.0	400.0	813.0	5.1455696202531644	95.0%	0.0	16672.0	16771.0	4.0	6.0	79.0	2.0	2.0	118	3343200	3345400	0.000650490851066	0.5331582403151675	0.5331582403151675
chr19	3483200.0	3483600.0	chr19	3481401.0	3484801.0	3400.0	400.0	430.0	12.647058823529411	95.0%	0.0	17368.0	17467.0	4.0	39.0	17.0	2.0	2.0	119	3482400	3484600	0.0012082993187418	0.4527098831030818	0.4527098831030818
chr19	3520600.0	3521000.0	chr19	3512201.0	3525001.0	12800.0	400.0	836.0	6.53125	95.0%	0.0	17555.0	17654.0	4.0	6.0	64.0	2.0	3.0	120	3519800	3522000	0.0011822263961146	0.6785714285714286	0.6785714285714286
chr19	3538800.0	3539200.0	chr19	3530401.0	3544601.0	14200.0	400.0	975.0	6.866197183098592	95.0%	0.0	17646.0	17745.0	4.0	6.0	71.0	2.0	2.0	121	3538000	3540200	2.9711435623783018e-08	0.745607333842628	0.745607333842628
chr19	3551400.0	3551800.0	chr19	3543001.0	3556601.0	13600.0	400.0	896.0	6.588235294117647	95.0%	0.0	17709.0	17808.0	4.0	6.0	68.0	2.0	3.0	122	3550600	3552800	4.22234155366054e-05	0.6863950807071484	0.6863950807071484
chr19	3572400.0	3572800.0	chr19	3564001.0	3578001.0	14000.0	400.0	1600.0	11.428571428571429	95.0%	0.0	17814.0	17913.0	4.0	6.0	70.0	2.0	2.0	123	3571600	3573800	1.0275428645128988e-59	0.6686167989970748	0.6686167989970748
chr19	3705800.0	3706200.0	chr19	3697401.0	3709801.0	12400.0	400.0	702.0	5.661290322580645	95.0%	0.0	18481.0	18580.0	4.0	6.0	62.0	2.0	2.0	124	3705000	3707200	2.4388936523866887e-06	0.5911789652247668	0.5911789652247668
chr19	3708000.0	3708400.0	chr19	3699601.0	3714601.0	15000.0	400.0	903.0	6.02	95.0%	0.0	18492.0	18591.0	4.0	6.0	75.0	2.0	2.0	125	3707200	3709400	8.225572348527047e-06	0.6324666198172875	0.6324666198172875
chr19	3721400.0	3721800.0	chr19	3713001.0	3728401.0	15400.0	400.0	956.0	6.207792207792208	95.0%	0.0	18559.0	18658.0	4.0	6.0	77.0	2.0	2.0	126	3720600	3722800	9.975973502299876e-07	0.6415094339622641	0.6415094339622641
chr19	3821800.0	3822200.0	chr19	3813401.0	3827601.0	14200.0	400.0	905.0	6.373239436619718	95.0%	0.0	19061.0	19160.0	4.0	6.0	71.0	2.0	2.0	127	3821000	3823200	2.7642907582314605e-10	0.5324292452830188	0.5324292452830188
chr19	3852600.0	3853000.0	chr19	3844201.0	3858201.0	14000.0	400.0	529.0	3.778571428571429	95.0%	0.0	19215.0	19314.0	4.0	6.0	70.0	2.0	2.0	128	3851800	3854000	0.1488759415171817	0.5052531041069723	0.5052531041069723
chr19	3867000.0	3867400.0	chr19	3858601.0	3868801.0	10200.0	400.0	564.0	5.529411764705882	95.0%	0.0	19287.0	19386.0	4.0	6.0	51.0	2.0	2.0	129	3866200	3868400	0.0156692970612321	0.5467836257309941	0.5467836257309941
chr19	3929200.0	3929600.0	chr19	3920801.0	3933001.0	12200.0	400.0	610.0	5.0	95.0%	0.0	19598.0	19697.0	4.0	6.0	61.0	2.0	2.0	130	3928400	3930600	0.0236062980098604	0.6135902636916836	0.6135902636916836
chr19	3951200.0	3951600.0	chr19	3942801.0	3955601.0	12800.0	400.0	848.0	6.625	95.0%	0.0	19708.0	19807.0	4.0	6.0	64.0	2.0	3.0	131	3950400	3952600	0.000834357517206	0.660436137071651	0.660436137071651
chr19	3971000.0	3971400.0	chr19	3969001.0	3975401.0	6400.0	400.0	892.0	13.9375	95.0%	0.0	19807.0	19906.0	4.0	38.0	32.0	2.0	2.0	132	3970200	3972400	8.64196932246442e-39	0.4689730917078528	0.46897309170785284
chr19	3985200.0	3985600.0	chr19	3976801.0	3987001.0	10200.0	400.0	612.0	6.0	95.0%	0.0	19878.0	19977.0	4.0	6.0	51.0	2.0	2.0	133	3984400	3986600	6.46035322755187e-05	0.5591497227356746	0.5591497227356746
chr19	4010200.0	4010600.0	chr19	4001801.0	4015001.0	13200.0	400.0	648.0	4.909090909090909	95.0%	0.0	20003.0	20102.0	4.0	6.0	66.0	2.0	2.0	134	4009400	4011600	0.3221570463114852	0.6365422396856582	0.6365422396856582
chr19	4013000.0	4013400.0	chr19	4004601.0	4017601.0	13000.0	400.0	712.0	5.476923076923077	95.0%	0.0	20017.0	20116.0	4.0	6.0	65.0	2.0	2.0	135	4012200	4014400	0.0017016762063516	0.6828793774319066	0.6828793774319066
chr19	4065800.0	4066200.0	chr19	4057401.0	4070601.0	13200.0	400.0	497.0	3.765151515151515	95.0%	0.0	20281.0	20380.0	4.0	6.0	66.0	2.0	2.0	136	4065000	4067200	0.4484931133903718	0.483933787731256	0.48393378773125606
chr19	4086400.0	4086800.0	chr19	4078001.0	4088201.0	10200.0	400.0	702.0	6.882352941176471	95.0%	0.0	20384.0	20483.0	4.0	6.0	51.0	2.0	2.0	137	4085600	4087800	0.00091087986936	0.5681255161023947	0.5681255161023947
chr19	4182400.0	4182800.0	chr19	4174001.0	4186201.0	12200.0	400.0	799.0	6.549180327868853	95.0%	0.0	20864.0	20963.0	4.0	6.0	61.0	2.0	2.0	138	4181600	4183800	4.860288694351535e-10	0.5142487046632125	0.5142487046632125
chr19	4199800.0	4200200.0	chr19	4191401.0	4204201.0	12800.0	400.0	790.0	6.171875	95.0%	0.0	20951.0	21050.0	4.0	6.0	64.0	2.0	2.0	139	4199000	4201200	2.0191169300460307e-10	0.5429553264604811	0.5429553264604811
chr19	4284400.0	4284800.0	chr19	4276001.0	4287801.0	11800.0	400.0	711.0	6.02542372881356	95.0%	0.0	21374.0	21473.0	4.0	6.0	59.0	2.0	2.0	140	4283600	4285800	0.0008521506350375	0.5669354838709677	0.5669354838709677
chr19	4391600.0	4392000.0	chr19	4383201.0	4397001.0	13800.0	400.0	866.0	6.27536231884058	95.0%	0.0	21910.0	22009.0	4.0	6.0	69.0	2.0	3.0	141	4390800	4393000	0.0037652527199515	0.6848772763262074	0.6848772763262074
chr19	4402200.0	4402600.0	chr19	4393801.0	4408401.0	14600.0	400.0	435.0	2.9794520547945207	95.0%	0.0	21963.0	22062.0	4.0	6.0	73.0	2.0	2.0	142	4401400	4403600	0.0886996237888445	0.4052287581699346	0.40522875816993464
chr19	4457000.0	4457400.0	chr19	4448601.0	4460401.0	11800.0	400.0	900.0	7.627118644067797	95.0%	0.0	22237.0	22336.0	4.0	6.0	59.0	2.0	2.0	143	4456200	4458400	1.818355035829828e-15	0.642806012884753	0.642806012884753
chr19	4525000.0	4525400.0	chr19	4523601.0	4530801.0	7200.0	400.0	661.0	9.180555555555555	95.0%	0.0	22577.0	22676.0	4.0	41.0	36.0	2.0	2.0	144	4524200	4526400	3.2876208651083914e-05	0.4947604790419161	0.49476047904191617
chr19	4534800.0	4535200.0	chr19	4530201.0	4539601.0	9400.0	400.0	1356.0	14.425531914893616	95.0%	0.0	22626.0	22725.0	4.0	25.0	47.0	2.0	2.0	145	4534000	4536200	9.847754051827527e-32	0.6084041126508717	0.6084041126508717
chr19	4556600.0	4557000.0	chr19	4548201.0	4560401.0	12200.0	400.0	785.0	6.434426229508197	95.0%	0.0	22735.0	22834.0	4.0	6.0	61.0	2.0	2.0	146	4555800	4558000	0.0003910613763653	0.5611150822015726	0.5611150822015726
chr19	4567400.0	4567800.0	chr19	4559001.0	4574201.0	15200.0	400.0	781.0	5.1381578947368425	95.0%	0.0	22789.0	22888.0	4.0	6.0	76.0	2.0	2.0	147	4566600	4568800	7.153615324978808e-06	0.6524644945697577	0.6524644945697577
chr19	4583800.0	4584200.0	chr19	4575401.0	4589601.0	14200.0	400.0	993.0	6.992957746478873	95.0%	0.0	22871.0	22970.0	4.0	6.0	71.0	2.0	2.0	148	4583000	4585200	5.707664333537699e-22	0.6801647220315717	0.6801647220315717
chr19	4713600.0	4714000.0	chr19	4705201.0	4718401.0	13200.0	400.0	1224.0	9.272727272727272	95.0%	0.0	23520.0	23619.0	4.0	6.0	66.0	2.0	3.0	149	4712800	4715000	1.2695305357689409e-05	0.6548956661316212	0.6548956661316212
chr19	4968400.0	4968800.0	chr19	4962001.0	4976001.0	14000.0	400.0	1270.0	9.071428571428571	95.0%	0.0	24794.0	24893.0	4.0	16.0	70.0	2.0	2.0	150	4967600	4969800	1.1547758713397818e-32	0.5691964285714286	0.5691964285714286
chr19	5016800.0	5017200.0	chr19	5008401.0	5018401.0	10000.0	400.0	666.0	6.66	95.0%	0.0	25036.0	25135.0	4.0	6.0	50.0	2.0	2.0	151	5016000	5018200	8.221740583369081e-09	0.5410235580828595	0.5410235580828595
chr19	5029600.0	5030000.0	chr19	5021201.0	5031401.0	10200.0	400.0	684.0	6.705882352941177	95.0%	0.0	25100.0	25199.0	4.0	6.0	51.0	2.0	2.0	152	5028800	5031000	0.000120032434282	0.4881656804733728	0.4881656804733728
chr19	5085200.0	5085600.0	chr19	5076801.0	5089601.0	12800.0	400.0	680.0	5.3125	95.0%	0.0	25378.0	25477.0	4.0	6.0	64.0	2.0	2.0	153	5084400	5086600	0.0270520659129207	0.6244260789715336	0.6244260789715336
chr19	5093600.0	5094000.0	chr19	5085201.0	5095601.0	10400.0	400.0	598.0	5.75	95.0%	0.0	25420.0	25519.0	4.0	6.0	52.0	2.0	2.0	154	5092800	5095000	0.1995163898682239	0.5733722060252673	0.5733722060252673
chr19	5293200.0	5293600.0	chr19	5284801.0	5295601.0	10800.0	400.0	893.0	8.268518518518519	95.0%	0.0	26418.0	26517.0	4.0	6.0	54.0	2.0	2.0	155	5292400	5294600	0.0108963752707755	0.5053763440860215	0.5053763440860215
chr19	5436800.0	5437200.0	chr19	5428401.0	5442001.0	13600.0	400.0	692.0	5.088235294117647	95.0%	0.0	27136.0	27235.0	4.0	6.0	68.0	2.0	2.0	156	5436000	5438200	0.00016654502621	0.6189624329159212	0.6189624329159212
chr19	5557400.0	5557800.0	chr19	5549001.0	5560801.0	11800.0	400.0	641.0	5.432203389830509	95.0%	0.0	27739.0	27838.0	4.0	6.0	59.0	2.0	2.0	157	5556600	5558800	2.2320800846320855e-05	0.6133464180569186	0.6133464180569186
chr19	5572600.0	5573000.0	chr19	5564201.0	5578001.0	13800.0	400.0	657.0	4.760869565217392	95.0%	0.0	27815.0	27914.0	4.0	6.0	69.0	2.0	2.0	158	5571800	5574000	0.0092508960672643	0.626552053486151	0.626552053486151
chr19	5622800.0	5623200.0	chr19	5614401.0	5630601.0	16200.0	400.0	825.0	5.092592592592593	95.0%	0.0	28066.0	28165.0	4.0	6.0	81.0	2.0	2.0	159	5622000	5624200	0.0001057946601712	0.5392156862745098	0.5392156862745098
chr19	5679800.0	5680200.0	chr19	5675401.0	5686801.0	11400.0	400.0	1039.0	9.114035087719298	95.0%	0.0	28351.0	28450.0	4.0	26.0	57.0	2.0	2.0	160	5679000	5681200	1.6454037494783932e-14	0.7147766323024055	0.7147766323024055
chr19	5690000.0	5690400.0	chr19	5681601.0	5694801.0	13200.0	400.0	997.0	7.553030303030303	95.0%	0.0	28402.0	28501.0	4.0	6.0	66.0	2.0	2.0	161	5689200	5691400	0.0017881572113107	0.67092866756393	0.67092866756393
chr19	5799400.0	5799800.0	chr19	5791001.0	5803601.0	12600.0	400.0	1023.0	8.119047619047619	95.0%	0.0	28949.0	29048.0	4.0	6.0	63.0	2.0	3.0	162	5798600	5800800	2.9153028306504074e-11	0.6952380952380952	0.6952380952380952
chr19	5805600.0	5806000.0	chr19	5803801.0	5811001.0	7200.0	400.0	725.0	10.069444444444445	95.0%	0.0	28980.0	29079.0	4.0	39.0	36.0	2.0	2.0	163	5804800	5807000	0.0012761709967194	0.5065023956194388	0.5065023956194388
chr19	5823400.0	5823800.0	chr19	5815001.0	5826201.0	11200.0	400.0	629.0	5.616071428571429	95.0%	0.0	29069.0	29168.0	4.0	6.0	56.0	2.0	2.0	164	5822600	5824800	0.0001174956697151	0.5606060606060606	0.5606060606060606
chr19	5952400.0	5952800.0	chr19	5944001.0	5956801.0	12800.0	400.0	731.0	5.7109375	95.0%	0.0	29714.0	29813.0	4.0	6.0	64.0	2.0	2.0	165	5951600	5953800	3.8536176781079635e-06	0.6153198653198653	0.6153198653198653
chr19	5977800.0	5978200.0	chr19	5969401.0	5985601.0	16200.0	400.0	1190.0	7.345679012345679	95.0%	0.0	29841.0	29940.0	4.0	6.0	81.0	2.0	2.0	166	5977000	5979200	4.746557931637524e-65	0.5817471937530503	0.5817471937530503
chr19	6048400.0	6048800.0	chr19	6040001.0	6054201.0	14200.0	400.0	367.0	2.584507042253521	95.0%	0.0	30194.0	30293.0	4.0	6.0	71.0	2.0	1.0	167	6047600	6049800	0.6570970292168901	0.4407185628742515	0.4407185628742515
chr19	6074000.0	6074400.0	chr19	6065601.0	6080601.0	15000.0	400.0	735.0	4.9	95.0%	0.0	30322.0	30421.0	4.0	6.0	75.0	2.0	2.0	168	6073200	6075400	0.0007428931446692	0.6645512239347234	0.6645512239347234
chr19	6092200.0	6092600.0	chr19	6083801.0	6101201.0	17400.0	400.0	916.0	5.264367816091954	95.0%	0.0	30413.0	30512.0	4.0	6.0	87.0	2.0	2.0	169	6091400	6093600	6.473429783258496e-22	0.6720469552457814	0.6720469552457814
chr19	6100200.0	6100600.0	chr19	6091801.0	6108201.0	16400.0	400.0	583.0	3.5548780487804876	95.0%	0.0	30453.0	30552.0	4.0	6.0	82.0	2.0	2.0	170	6099400	6101600	0.0324099561859973	0.6575963718820862	0.6575963718820862
chr19	6199400.0	6199800.0	chr19	6191001.0	6204801.0	13800.0	400.0	901.0	6.528985507246377	95.0%	0.0	30949.0	31048.0	4.0	6.0	69.0	2.0	2.0	171	6198600	6200800	1.475384073074353e-36	0.4734350341925302	0.47343503419253025
chr19	6218400.0	6218800.0	chr19	6210001.0	6221401.0	11400.0	400.0	702.0	6.157894736842105	95.0%	0.0	31044.0	31143.0	4.0	6.0	57.0	2.0	2.0	172	6217600	6219800	0.0007449725301608	0.5483870967741935	0.5483870967741935
chr19	6261000.0	6261400.0	chr19	6252601.0	6265601.0	13000.0	400.0	579.0	4.453846153846154	95.0%	0.0	31257.0	31356.0	4.0	6.0	65.0	2.0	2.0	173	6260200	6262400	0.0848424356274678	0.5964730290456431	0.5964730290456431
chr19	6279800.0	6280200.0	chr19	6271401.0	6286001.0	14600.0	400.0	351.0	2.404109589041096	95.0%	0.0	31351.0	31450.0	4.0	6.0	73.0	2.0	2.0	174	6279000	6281200	0.000419315846956	0.3565656565656566	0.3565656565656566
chr19	6340600.0	6341000.0	chr19	6332201.0	6348201.0	16000.0	400.0	484.0	3.025	95.0%	0.0	31655.0	31754.0	4.0	6.0	80.0	2.0	2.0	175	6339800	6342000	0.2548047315751538	0.5950617283950618	0.5950617283950618
chr19	6361200.0	6361600.0	chr19	6352801.0	6365801.0	13000.0	400.0	605.0	4.653846153846154	95.0%	0.0	31758.0	31857.0	4.0	6.0	65.0	2.0	2.0	176	6360400	6362600	0.3340409647600877	0.5429338103756708	0.5429338103756708
chr19	6412400.0	6412800.0	chr19	6404001.0	6414601.0	10600.0	400.0	669.0	6.311320754716981	95.0%	0.0	32014.0	32113.0	4.0	6.0	53.0	2.0	2.0	177	6411600	6413800	0.0032375572010887	0.5618556701030928	0.5618556701030928
chr19	6444000.0	6444400.0	chr19	6435601.0	6445801.0	10200.0	400.0	646.0	6.333333333333333	95.0%	0.0	32172.0	32271.0	4.0	6.0	51.0	2.0	2.0	178	6443200	6445400	3.649789614260493e-06	0.5655664585191793	0.5655664585191793
chr19	6464200.0	6464600.0	chr19	6455801.0	6473001.0	17200.0	400.0	1126.0	6.546511627906977	95.0%	0.0	32273.0	32372.0	4.0	6.0	86.0	2.0	2.0	179	6463400	6465600	1.2731208945438396e-08	0.6332958380202475	0.6332958380202475
chr19	6502200.0	6502600.0	chr19	6493801.0	6507801.0	14000.0	400.0	997.0	7.121428571428571	95.0%	0.0	32463.0	32562.0	4.0	6.0	70.0	2.0	2.0	180	6501400	6503600	4.704415738205038e-10	0.6169554455445545	0.6169554455445545
chr19	6516800.0	6517200.0	chr19	6508401.0	6524801.0	16400.0	400.0	950.0	5.7926829268292686	95.0%	0.0	32536.0	32635.0	4.0	6.0	82.0	2.0	2.0	181	6516000	6518200	4.0943930620728953e-17	0.571256764882742	0.571256764882742
chr19	6530600.0	6531000.0	chr19	6522201.0	6538601.0	16400.0	400.0	804.0	4.902439024390244	95.0%	0.0	32605.0	32704.0	4.0	6.0	82.0	2.0	2.0	182	6529800	6532000	2.2196794984315412e-14	0.5732666190135811	0.5732666190135811
chr19	6669800.0	6670200.0	chr19	6661401.0	6674601.0	13200.0	400.0	626.0	4.742424242424242	95.0%	0.0	33301.0	33400.0	4.0	6.0	66.0	2.0	2.0	183	6669000	6671200	6.942390580012195e-05	0.6266266266266266	0.6266266266266266
chr19	6710600.0	6711000.0	chr19	6702201.0	6712801.0	10600.0	400.0	668.0	6.30188679245283	95.0%	0.0	33505.0	33604.0	4.0	6.0	53.0	2.0	2.0	184	6709800	6712000	0.0003101819003947	0.5904590459045904	0.5904590459045904
chr19	6720400.0	6720800.0	chr19	6719201.0	6721201.0	2000.0	400.0	397.0	19.85	95.0%	0.0	33554.0	33653.0	4.0	42.0	10.0	2.0	2.0	185	6719600	6721800	6.471118211581247e-05	0.345360824742268	0.34536082474226804
chr19	6751000.0	6751400.0	chr19	6742601.0	6753201.0	10600.0	400.0	1012.0	9.547169811320757	95.0%	0.0	33707.0	33806.0	4.0	6.0	53.0	2.0	3.0	186	6750200	6752400	1.4196685691815855e-22	0.6852617079889807	0.6852617079889807
chr19	6753200.0	6753600.0	chr19	6744801.0	6758401.0	13600.0	400.0	964.0	7.088235294117647	95.0%	0.0	33718.0	33817.0	4.0	6.0	68.0	2.0	2.0	187	6752400	6754600	8.654739539867208e-20	0.6187419768934531	0.6187419768934531
chr19	6801200.0	6801600.0	chr19	6792801.0	6806401.0	13600.0	400.0	648.0	4.764705882352941	95.0%	0.0	33958.0	34057.0	4.0	6.0	68.0	2.0	2.0	188	6800400	6802600	2.0599313385857825e-06	0.6236766121270453	0.6236766121270453
chr19	6822200.0	6822600.0	chr19	6813801.0	6827801.0	14000.0	400.0	686.0	4.9	95.0%	0.0	34063.0	34162.0	4.0	6.0	70.0	2.0	2.0	189	6821400	6823600	4.1278854420448056e-11	0.6621490803484995	0.6621490803484995
chr19	6856800.0	6857200.0	chr19	6848401.0	6861601.0	13200.0	400.0	521.0	3.946969696969697	95.0%	0.0	34236.0	34335.0	4.0	6.0	66.0	2.0	2.0	190	6856000	6858200	0.0169164557036214	0.6353658536585366	0.6353658536585366
chr19	7069400.0	7069800.0	chr19	7061001.0	7074601.0	13600.0	400.0	892.0	6.5588235294117645	95.0%	0.0	35299.0	35398.0	4.0	6.0	68.0	2.0	2.0	191	7068600	7070800	1.6599271425295479e-25	0.5786666666666667	0.5786666666666667
chr19	7099000.0	7099400.0	chr19	7090601.0	7107201.0	16600.0	400.0	959.0	5.77710843373494	95.0%	0.0	35447.0	35546.0	4.0	6.0	83.0	2.0	2.0	192	7098200	7100400	2.991454976337432e-41	0.6188946015424165	0.6188946015424165
chr19	7197000.0	7197400.0	chr19	7188601.0	7200001.0	11400.0	400.0	663.0	5.815789473684211	95.0%	0.0	35937.0	36036.0	4.0	6.0	57.0	2.0	2.0	193	7196200	7198400	2.146864579843297e-13	0.5585738539898133	0.5585738539898133
chr19	7294200.0	7294600.0	chr19	7285801.0	7300401.0	14600.0	400.0	367.0	2.5136986301369864	95.0%	0.0	36423.0	36522.0	4.0	6.0	73.0	2.0	2.0	194	7293400	7295600	0.2845685570707862	0.4216589861751152	0.4216589861751152
chr19	7506000.0	7506400.0	chr19	7497601.0	7507801.0	10200.0	400.0	1152.0	11.294117647058824	95.0%	0.0	37482.0	37581.0	4.0	6.0	51.0	2.0	2.0	195	7505200	7507400	4.335452075575012e-43	0.5838445807770961	0.5838445807770961
chr19	7522200.0	7522600.0	chr19	7517001.0	7527401.0	10400.0	400.0	929.0	8.932692307692308	95.0%	0.0	37563.0	37662.0	4.0	22.0	52.0	2.0	2.0	196	7521400	7523600	4.549474131274482e-30	0.5248587570621469	0.5248587570621469
chr19	7551200.0	7551600.0	chr19	7542801.0	7553601.0	10800.0	400.0	793.0	7.342592592592593	95.0%	0.0	37708.0	37807.0	4.0	6.0	54.0	2.0	2.0	197	7550400	7552600	1.9975394647016144e-12	0.4962453066332916	0.49624530663329164
chr19	7636800.0	7637200.0	chr19	7628401.0	7643601.0	15200.0	400.0	1267.0	8.335526315789474	95.0%	0.0	38136.0	38235.0	4.0	6.0	76.0	2.0	2.0	198	7636000	7638200	4.594587176061395e-22	0.6278493557978196	0.6278493557978196
chr19	7647400.0	7647800.0	chr19	7639001.0	7651401.0	12400.0	400.0	804.0	6.483870967741935	95.0%	0.0	38189.0	38288.0	4.0	6.0	62.0	2.0	3.0	199	7646600	7648800	3.578433898297613e-05	0.6762225969645869	0.6762225969645869
chr19	7687000.0	7687400.0	chr19	7678601.0	7691801.0	13200.0	400.0	691.0	5.234848484848484	95.0%	0.0	38387.0	38486.0	4.0	6.0	66.0	2.0	2.0	200	7686200	7688400	2.729180248582162e-07	0.6574690770694577	0.6574690770694577
chr19	7853200.0	7853600.0	chr19	7844801.0	7859001.0	14200.0	400.0	982.0	6.915492957746479	95.0%	0.0	39218.0	39317.0	4.0	6.0	71.0	2.0	2.0	201	7852400	7854600	4.600541143951999e-09	0.5703488372093023	0.5703488372093023
chr19	7874400.0	7874800.0	chr19	7868201.0	7882001.0	13800.0	400.0	844.0	6.115942028985507	95.0%	0.0	39324.0	39423.0	4.0	17.0	69.0	2.0	3.0	202	7873600	7875800	0.8278888856254827	0.6573643410852713	0.6573643410852713
chr19	7888200.0	7888600.0	chr19	7879801.0	7895001.0	15200.0	400.0	1333.0	8.769736842105264	95.0%	0.0	39393.0	39492.0	4.0	6.0	76.0	2.0	3.0	203	7887400	7889600	2.0908475402490336e-32	0.6729019211324571	0.6729019211324571
chr19	7903400.0	7903800.0	chr19	7900801.0	7905201.0	4400.0	400.0	647.0	14.704545454545457	95.0%	0.0	39469.0	39568.0	4.0	35.0	22.0	2.0	2.0	204	7902600	7904800	6.4105468498117e-10	0.4296148738379814	0.4296148738379814
chr19	7943600.0	7944000.0	chr19	7935201.0	7949001.0	13800.0	400.0	754.0	5.463768115942029	95.0%	0.0	39670.0	39769.0	4.0	6.0	69.0	2.0	2.0	205	7942800	7945000	3.556383811686013e-07	0.5150273224043715	0.5150273224043715
chr19	7955600.0	7956000.0	chr19	7947201.0	7964001.0	16800.0	400.0	814.0	4.845238095238095	95.0%	0.0	39730.0	39829.0	4.0	6.0	84.0	2.0	2.0	206	7954800	7957000	1.2572926616849095e-06	0.6933560477001703	0.6933560477001703
chr19	8002200.0	8002600.0	chr19	7993801.0	8005001.0	11200.0	400.0	550.0	4.910714285714286	95.0%	0.0	39963.0	40062.0	4.0	6.0	56.0	2.0	2.0	207	8001400	8003600	4.5763013629214296e-05	0.5041246562786434	0.5041246562786434
chr19	8100600.0	8101000.0	chr19	8092201.0	8105801.0	13600.0	400.0	545.0	4.007352941176471	95.0%	0.0	40455.0	40554.0	4.0	6.0	68.0	2.0	2.0	208	8099800	8102000	0.0382140546720306	0.5841371918542336	0.5841371918542336
chr19	8261200.0	8261600.0	chr19	8252801.0	8265601.0	12800.0	400.0	667.0	5.2109375	95.0%	0.0	41258.0	41357.0	4.0	6.0	64.0	2.0	2.0	209	8260400	8262600	0.5708365108677929	0.5877659574468085	0.5877659574468085
chr19	8363800.0	8364200.0	chr19	8355401.0	8371401.0	16000.0	400.0	1191.0	7.44375	95.0%	0.0	41771.0	41870.0	4.0	6.0	80.0	2.0	2.0	210	8363000	8365200	2.6086698366031886e-23	0.6904347826086956	0.6904347826086956
chr19	8390000.0	8390400.0	chr19	8381601.0	8396401.0	14800.0	400.0	1095.0	7.398648648648648	95.0%	0.0	41902.0	42001.0	4.0	6.0	74.0	2.0	2.0	211	8389200	8391400	1.3305238889005886e-14	0.5595298926928973	0.5595298926928973
